FIELD,ID,RA,DEC,r_petro,zb,zb_Min,zb_Max,PROB_GAL_new,SPIRAL,ELLIPTICAL,UNCERTAIN,simple_class
STRIPE82-0003,SPLUS.STRIPE82-0003.23671.griz,1.535,-0.3722,16.5,0.127,0.098,0.131,0.99,1,0,0,SB
STRIPE82-0003,SPLUS.STRIPE82-0003.23882.griz,0.6564,-0.3742,16.21,0.13699999999999998,0.12,0.141,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.24204.griz,1.5465,-0.3887,16.91,0.11,0.08900000000000001,0.114,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.25180.griz,1.7948,-0.4147,15.41,0.084,0.079,0.09,1.0,1,0,0,S
STRIPE82-0003,SPLUS.STRIPE82-0003.25457.griz,1.9638,-0.4525,16.69,0.092,0.08900000000000001,0.117,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.25650.griz,1.3762,-0.4633,16.3,0.125,0.097,0.124,1.0,1,0,0,Er
STRIPE82-0003,SPLUS.STRIPE82-0003.25849.griz,1.6698,-0.4726,16.46,0.083,0.07400000000000001,0.08800000000000001,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.25991.griz,1.9744,-0.4793,16.34,0.13699999999999998,0.129,0.147,1.0,1,0,0,Ec
STRIPE82-0003,SPLUS.STRIPE82-0003.26901.griz,1.655,-0.5224,16.81,0.093,0.086,0.109,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.27515.griz,1.4409,-0.5427,16.21,0.045,0.042,0.057,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.27575.griz,1.9839,-0.5501,16.05,0.073,0.067,0.076,1.0,1,0,0,Se
STRIPE82-0003,SPLUS.STRIPE82-0003.28122.griz,1.6489,-0.5711,15.52,0.08900000000000001,0.085,0.093,1.0,1,0,0,S
STRIPE82-0003,SPLUS.STRIPE82-0003.28162.griz,1.3225,-0.6144,16.71,0.069,0.043,0.07,1.0,0,0,1,S
STRIPE82-0003,SPLUS.STRIPE82-0003.28874.griz,1.6969999999999998,-0.6039,16.95,0.093,0.08900000000000001,0.111,0.99,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.29199.griz,1.6713,-0.6167,15.95,0.09,0.085,0.096,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.29819.griz,1.3141,-0.643,16.2,0.037000000000000005,0.03,0.048,1.0,1,0,0,Ec
STRIPE82-0003,SPLUS.STRIPE82-0003.29842.griz,1.1764,-0.6441,16.2,0.081,0.077,0.084,1.0,0,0,1,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.29891.griz,1.811,-0.6419,15.73,0.095,0.091,0.101,1.0,0,1,0,Ei
STRIPE82-0003,SPLUS.STRIPE82-0003.30103.griz,1.731,-0.6552,16.42,0.14,0.127,0.14400000000000002,1.0,0,1,0,Er
STRIPE82-0003,SPLUS.STRIPE82-0003.30518.griz,0.7195,0.0083,16.35,0.085,0.08,0.097,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.01819.griz,0.715,0.1336,16.91,0.136,0.122,0.14400000000000002,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.01971.griz,0.7441,0.142,16.61,0.085,0.073,0.09,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.04028.griz,1.8444,0.2652,16.44,0.125,0.106,0.132,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.04513.griz,1.8568,0.2788,16.06,0.104,0.101,0.112,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.04590.griz,1.8071,0.2784,16.43,0.08199999999999999,0.077,0.09,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.04895.griz,1.2292,0.2969,16.37,0.086,0.08199999999999999,0.151,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.05942.griz,0.9785,0.3502,16.97,0.11,0.096,0.127,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.06001.griz,1.2501,0.3487,16.9,0.11,0.097,0.118,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.06023.griz,1.2181,0.3518,16.77,0.07200000000000001,0.057,0.087,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.06461.griz,1.8152,0.3737,16.1,0.142,0.117,0.14800000000000002,0.99,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.06521.griz,0.9825,0.3776,16.66,0.13699999999999998,0.113,0.14,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.06597.griz,0.6613,0.3862,15.96,0.119,0.08900000000000001,0.124,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.07361.griz,1.2501,0.4237,16.51,0.224,0.171,0.252,1.0,1,0,0,Se
STRIPE82-0004,SPLUS.STRIPE82-0004.07787.griz,0.7155,0.4294,16.8,0.087,0.081,0.15,1.0,0,0,1,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.08045.griz,1.293,0.4681,15.27,0.085,0.081,0.087,0.99,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.08068.griz,0.8688,0.4584,16.1,0.096,0.091,0.104,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.08069.griz,1.4742,0.4537,15.66,0.065,0.061,0.069,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.08205.griz,1.3274,0.4655,15.26,0.064,0.061,0.068,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.08247.griz,1.5723,0.4615,15.93,0.063,0.054000000000000006,0.069,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.08439.griz,1.2049,0.467,16.51,0.107,0.095,0.138,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.08605.griz,1.0109,0.4764,16.27,0.08199999999999999,0.077,0.086,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.08630.griz,0.9886,0.4754,16.75,0.115,0.087,0.118,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.08833.griz,1.6189,0.4848,15.84,0.058,0.044,0.06,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.08849.griz,1.8058,0.482,16.73,0.105,0.098,0.134,1.0,1,0,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.09282.griz,1.0003,0.5063,16.12,0.066,0.06,0.071,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.09966.griz,1.0267,0.5509,15.91,0.12,0.111,0.13,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.10194.griz,1.8558,0.5433,16.59,0.094,0.09,0.14,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.10243.griz,1.4823,0.5493,15.99,0.041,0.038,0.06,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.10248.griz,1.4072,0.5495,16.64,0.061,0.049,0.068,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.10441.griz,1.2041,0.5594,16.16,0.104,0.097,0.11,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.10741.griz,1.1685,0.5841,15.77,0.115,0.107,0.12,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.10790.griz,0.9357,0.5748,16.99,0.123,0.069,0.136,1.0,1,0,0,Se
STRIPE82-0004,SPLUS.STRIPE82-0004.11271.griz,1.8172,0.5979,16.65,0.14,0.11,0.146,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.11470.griz,1.824,0.6118,16.41,0.0609,0.03,0.096,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.13103.griz,1.0421,0.6702,16.43,0.062,0.054000000000000006,0.073,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.13512.griz,1.9131,0.6883,16.95,0.134,0.115,0.138,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.13647.griz,1.7378,0.6913,15.32,0.048,0.044,0.057,1.0,0,0,1,S
STRIPE82-0004,SPLUS.STRIPE82-0004.13715.griz,1.1929,0.7017,16.86,0.092,0.08800000000000001,0.114,1.0,1,0,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.19184.griz,1.7906,1.2081,16.39,0.157,0.069,0.16,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.20070.griz,1.8762,1.1677,16.4,0.041,0.038,0.07200000000000001,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.20906.griz,1.0849,1.1278,16.84,0.044,0.035,0.079,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.21000.griz,1.1586,1.1221,16.7,0.099,0.092,0.111,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.21036.griz,0.718,1.1172,16.83,0.145,0.113,0.153,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.21090.griz,1.5885,1.1189,16.96,0.124,0.106,0.136,1.0,1,0,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.21123.griz,0.7901,1.116,16.77,0.106,0.101,0.125,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.21226.griz,0.8124,1.1007,16.72,0.114,0.086,0.118,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.21734.griz,1.0909,1.0892,15.38,0.066,0.061,0.071,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.21923.griz,0.8872,1.0805,16.03,0.151,0.138,0.155,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.22164.griz,0.9394,1.0447,16.04,0.1,0.094,0.115,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.22337.griz,0.8436,1.0579,14.92,0.081,0.077,0.083,1.0,0,1,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.22623.griz,0.8959,1.0459,16.8,0.13,0.08,0.14800000000000002,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.22895.griz,1.7909,1.0668,16.3,0.031,0.027000000000000003,0.07400000000000001,0.99,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.23096.griz,1.3414,1.0183,16.99,0.084,0.063,0.099,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.23261.griz,0.6662,1.0113,16.49,0.086,0.084,0.133,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.23467.griz,1.0576,1.0011,15.66,0.078,0.065,0.08,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.23551.griz,1.1488,0.9986,16.66,0.099,0.094,0.107,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.23636.griz,0.9567,0.9915,16.74,0.083,0.077,0.117,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.23821.griz,1.2149,0.9862,16.59,0.093,0.08900000000000001,0.133,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.23978.griz,1.2426,0.9802,16.57,0.107,0.075,0.11,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.24191.griz,1.2441,0.9621,15.74,0.099,0.095,0.104,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.24338.griz,1.2833,0.9596,16.45,0.09,0.08199999999999999,0.108,1.0,1,0,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.24473.griz,1.2039,0.9512,15.35,0.106,0.099,0.118,1.0,0,1,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.24574.griz,1.5035,0.9477,16.71,0.116,0.08800000000000001,0.129,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.24835.griz,0.8611,0.9316,16.14,0.087,0.085,0.134,1.0,0,0,1,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.25053.griz,1.8625,0.9202,15.34,0.1,0.096,0.108,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.25220.griz,0.8173,0.9149,16.84,0.093,0.08199999999999999,0.108,1.0,1,0,0,SB
STRIPE82-0004,SPLUS.STRIPE82-0004.25323.griz,1.1351,0.9088,16.44,0.063,0.057,0.067,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.25391.griz,1.8701,0.9017,16.61,0.125,0.116,0.133,1.0,1,0,0,Se
STRIPE82-0004,SPLUS.STRIPE82-0004.25401.griz,1.7523,0.903,15.36,0.084,0.079,0.087,1.0,0,1,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.25524.griz,0.8681,0.8958,16.58,0.084,0.075,0.121,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.25773.griz,0.8844,0.8829,16.45,0.101,0.095,0.115,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.26128.griz,1.3921,0.8618,15.85,0.07,0.06,0.076,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.26335.griz,0.9417,0.8549,16.48,0.075,0.073,0.096,1.0,1,0,0,S
STRIPE82-0004,SPLUS.STRIPE82-0004.26444.griz,1.9903,0.8483,16.65,0.073,0.046,0.116,1.0,1,0,0,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.26448.griz,1.1467,0.8486,16.26,0.034,0.025,0.038,1.0,0,1,0,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.26651.griz,1.8218,0.8386,16.94,0.125,0.116,0.135,1.0,1,0,0,Ec
STRIPE82-0004,SPLUS.STRIPE82-0004.26728.griz,1.5778,0.8321,16.81,0.18600000000000005,0.177,0.199,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.26818.griz,1.5252,0.8292,16.71,0.15,0.077,0.158,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.27644.griz,1.8662,0.7853,15.73,0.052000000000000005,0.047,0.057,1.0,1,0,0,SB
STRIPE82-0004,SPLUS.STRIPE82-0004.27711.griz,1.0566,0.7796,15.92,0.095,0.091,0.102,1.0,0,0,1,Er
STRIPE82-0004,SPLUS.STRIPE82-0004.27844.griz,0.7359,0.7727,16.79,0.093,0.08900000000000001,0.122,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.28264.griz,0.7044,0.7514,15.84,0.09,0.086,0.11,1.0,0,0,1,Ei
STRIPE82-0004,SPLUS.STRIPE82-0004.28406.griz,1.0941,0.728,16.55,0.049,0.042,0.056,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.01851.griz,2.8805,-1.2399,15.01,0.07200000000000001,0.068,0.078,1.0,0,1,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.02063.griz,2.8266,-1.2429,15.96,0.067,0.062,0.07,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.02151.griz,2.1375,-1.2387,16.98,0.064,0.058,0.068,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.02676.griz,2.3863,-1.2061,16.11,0.08800000000000001,0.069,0.093,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.02740.griz,2.7431,-1.2063,16.41,0.062,0.048,0.067,1.0,0,0,1,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.03163.griz,3.068,-1.169,16.66,0.027000000000000003,0.015,0.041,1.0,1,0,0,Se
STRIPE82-0005,SPLUS.STRIPE82-0005.03263.griz,2.4684,-1.1499,16.47,0.066,0.047,0.086,1.0,1,0,0,SB
STRIPE82-0005,SPLUS.STRIPE82-0005.03403.griz,2.9227,-1.1604,16.39,0.067,0.058,0.07200000000000001,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.03646.griz,3.3825,-1.1471,16.26,0.134,0.113,0.14,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.03675.griz,2.4930000000000003,-1.1501,16.95,0.064,0.059,0.068,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.04252.griz,2.1212,-1.104,16.8,0.139,0.122,0.146,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.04725.griz,2.523,-1.0945,16.31,0.037000000000000005,0.034,0.038,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.04768.griz,2.389,-1.0858,15.54,0.057,0.051,0.06,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.04783.griz,3.4666,-1.0949,16.41,0.08800000000000001,0.08199999999999999,0.091,0.99,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.04909.griz,2.1972,-1.0831,16.51,0.123,0.092,0.13699999999999998,1.0,0,1,0,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.05621.griz,3.3278,-1.0544,16.53,0.039,0.034,0.042,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.05854.griz,2.3329,-1.0415,16.99,0.07,0.058,0.075,0.99,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.06272.griz,2.7678,-0.992,15.05,0.056,0.052000000000000005,0.06,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.06355.griz,2.2533,-1.013,16.02,0.032,0.032,0.07,0.99,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.06385.griz,3.2868,-1.0002,15.56,0.061,0.028,0.07,1.0,1,0,0,SB
STRIPE82-0005,SPLUS.STRIPE82-0005.06448.griz,3.0125,-1.0072,16.89,0.163,0.11,0.16699999999999998,1.0,1,0,0,Se
STRIPE82-0005,SPLUS.STRIPE82-0005.06486.griz,3.06,-1.0076,16.55,0.08900000000000001,0.084,0.096,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.06576.griz,3.4534,-1.0027,16.26,0.073,0.064,0.075,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.06929.griz,3.0635,-0.9804,16.25,0.093,0.09,0.111,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.07312.griz,2.0551,-0.9648,16.58,0.349,0.276,0.35200000000000004,0.96,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.07916.griz,2.0625,-0.9326,16.74,0.151,0.135,0.159,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.08078.griz,2.6593,-0.9247,16.47,0.052000000000000005,0.046,0.057,1.0,0,1,0,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.08363.griz,2.9384,-0.9085,16.11,0.04,0.035,0.046,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.08390.griz,2.4606,-0.9018,16.16,0.071,0.035,0.07200000000000001,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.08442.griz,2.207,-0.9011,16.45,0.135,0.121,0.141,1.0,0,1,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.08641.griz,3.1203,-0.8949,16.66,0.083,0.076,0.087,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.08732.griz,3.2616,-0.8872,16.4,0.08900000000000001,0.086,0.136,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.09451.griz,2.4602,-0.8493,16.94,0.171,0.158,0.18600000000000005,0.98,0,1,0,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.10073.griz,3.1118,-0.8054,16.37,0.07200000000000001,0.068,0.076,0.98,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.10172.griz,2.5008,-0.8097,16.51,0.076,0.07200000000000001,0.08900000000000001,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.10405.griz,2.2612,-0.794,15.61,0.08,0.073,0.085,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.10620.griz,2.6207,-0.7699,16.52,0.043,0.036000000000000004,0.043,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.11494.griz,2.6853,-0.7366,16.02,0.08800000000000001,0.07200000000000001,0.096,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.11515.griz,2.7041,-0.7326,15.71,0.042,0.039,0.05,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.11666.griz,3.3136,0.0447,16.65,0.133,0.13,0.149,0.96,0,0,1,S
STRIPE82-0005,SPLUS.STRIPE82-0005.11825.griz,2.1405,0.0244,15.94,0.077,0.07400000000000001,0.084,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.11999.griz,3.3191,0.0167,15.7,0.065,0.043,0.068,1.0,0,0,1,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.12267.griz,3.3266,0.0034,16.97,0.166,0.058,0.171,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.12433.griz,2.1159,-0.0049,16.35,0.108,0.103,0.12,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.12478.griz,2.27,-0.0056,16.75,0.054000000000000006,0.047,0.064,1.0,1,0,0,Se
STRIPE82-0005,SPLUS.STRIPE82-0005.12924.griz,3.3475,-0.031,16.93,0.117,0.08,0.124,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.12925.griz,2.9562,-0.0317,15.95,0.037000000000000005,0.036000000000000004,0.071,0.99,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.13023.griz,3.1669,-0.0361,16.31,0.036000000000000004,0.033,0.084,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.13174.griz,3.1404,-0.0484,14.2,0.04,0.036000000000000004,0.043,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.14148.griz,2.3446,-0.6920000000000001,16.48,0.085,0.081,0.123,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.14290.griz,2.3126,-0.6995,16.47,0.129,0.123,0.132,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.14606.griz,2.1633,-0.7190000000000001,16.43,0.06,0.051,0.068,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.14646.griz,2.3226,-0.7206,16.64,0.083,0.073,0.161,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.15035.griz,3.3707,0.0414,16.59,0.052000000000000005,0.047,0.056,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.15141.griz,2.1515,-0.0513,16.39,0.12,0.104,0.13,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.15153.griz,2.6639,-0.0528,14.1,0.07,0.067,0.071,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.15189.griz,2.0481,-0.0492,16.97,0.14300000000000002,0.136,0.15,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.15274.griz,2.347,-0.056,16.91,0.07200000000000001,0.059,0.096,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.16108.griz,3.0742,-0.1029,15.73,0.036000000000000004,0.033,0.036000000000000004,0.96,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.16593.griz,2.6897,-0.1278,16.25,0.124,0.093,0.126,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.16654.griz,2.3138,-0.1302,16.81,0.103,0.096,0.11,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.16745.griz,3.1583,-0.1344,16.65,0.04,0.038,0.113,1.0,0,0,1,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.17086.griz,3.1926,-0.1554,16.45,0.122,0.116,0.153,1.0,0,0,1,S
STRIPE82-0005,SPLUS.STRIPE82-0005.17176.griz,2.7552,-0.1624,16.94,0.112,0.078,0.122,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.17738.griz,2.2337,-0.1939,16.2,0.13699999999999998,0.115,0.149,1.0,0,1,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.17999.griz,3.0218,-0.1982,16.62,0.134,0.124,0.156,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.18007.griz,2.7978,-0.2034,16.27,0.056,0.042,0.06,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.18496.griz,2.4133,-0.2327,16.81,0.083,0.069,0.161,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.18602.griz,2.5711,-0.238,16.87,0.083,0.065,0.106,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.18757.griz,3.036,-0.2443,15.56,0.085,0.075,0.098,1.0,1,0,0,SB
STRIPE82-0005,SPLUS.STRIPE82-0005.19690.griz,2.3767,-0.293,16.74,0.0852,0.027000000000000003,0.111,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.20324.griz,2.3255,-0.3256,16.37,0.081,0.07400000000000001,0.087,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.20417.griz,2.3757,-0.3315,16.41,0.077,0.07200000000000001,0.081,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.20938.griz,2.2842,-0.3536,16.4,0.068,0.039,0.07200000000000001,1.0,1,0,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.21099.griz,2.7163,-0.3683,15.2,0.0343,0.028,0.071,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.21881.griz,3.0253,-0.4152,13.23,0.023,0.02,0.47,1.0,0,1,0,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.22051.griz,2.2195,-0.4186,16.91,0.111,0.105,0.13,1.0,0,0,1,Er
STRIPE82-0005,SPLUS.STRIPE82-0005.22394.griz,3.4325,-0.4599,14.98,0.033,0.029,0.036000000000000004,1.0,0,0,1,S
STRIPE82-0005,SPLUS.STRIPE82-0005.22647.griz,2.4698,-0.4465,16.49,0.1108,0.061,0.152,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.22913.griz,3.3492,-0.4655,16.84,0.152,0.146,0.16699999999999998,1.0,0,0,1,Ei
STRIPE82-0005,SPLUS.STRIPE82-0005.22932.griz,2.4011,-0.4661,15.54,0.07,0.065,0.077,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.23503.griz,2.0708,-0.4920000000000001,16.99,0.162,0.154,0.168,1.0,1,0,0,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.24650.griz,2.1511,-0.5961,16.08,0.071,0.065,0.123,1.0,1,0,0,S
STRIPE82-0005,SPLUS.STRIPE82-0005.25141.griz,2.2648,-0.5825,16.51,0.07200000000000001,0.064,0.075,1.0,0,0,1,Ec
STRIPE82-0005,SPLUS.STRIPE82-0005.25500.griz,2.2677,-0.6071,16.85,0.076,0.067,0.087,1.0,1,0,0,Ei
